customer_key,time_key,geo_key,segment_key,balance,estimated_salary,num_of_products,credit_score,has_credit_card,is_active_member,churn_flag
272,1,2,2,100337.96,48559.19,3,733,1,0,1
273,1,2,1,149297.19,186339.74,2,811,1,1,0
274,1,1,2,0.0,33159.37,2,707,1,0,0
275,1,2,3,145605.44,93883.53,1,712,0,1,0
276,1,3,6,0.0,110899.3,2,706,1,1,0
277,1,1,14,0.0,11199.04,1,756,1,1,1
278,1,1,7,0.0,189992.97,2,777,1,0,0
279,1,1,1,84026.86,164255.69,1,646,0,1,0
280,1,1,7,0.0,152167.79,1,714,1,0,1
281,1,1,5,0.0,33949.67,2,782,1,1,0
282,1,3,3,0.0,68143.93,2,775,1,1,0
283,1,2,2,138718.92,47251.79,1,479,1,1,1
284,1,1,5,118274.71,25885.72,1,807,1,1,0
285,1,1,10,174185.98,192633.85,2,799,0,1,0
286,1,1,5,113208.86,34577.36,2,675,1,0,0
287,1,3,1,103907.28,161229.84,1,602,1,0,0
288,1,1,3,119023.28,100816.29,1,475,1,0,0
289,1,3,1,166297.89,181694.44,1,744,1,1,0
290,1,3,3,0.0,79078.91,2,588,1,0,0
291,1,2,4,63227.0,137316.32,1,703,0,1,0
292,1,3,4,94521.17,194926.86,2,747,1,0,0
293,1,1,2,0.0,51285.49,2,583,1,0,0
294,1,3,1,112822.26,150401.53,1,750,0,0,1
295,1,1,6,0.0,112491.96,2,681,1,1,0
296,1,1,12,135903.33,73656.38,1,773,1,0,0
297,1,1,3,125169.26,106636.89,1,714,1,1,0
298,1,3,4,0.0,155853.52,3,687,1,0,1
299,1,1,13,149117.31,162599.51,1,511,1,1,0
300,1,1,3,0.0,103737.82,2,627,1,1,0
301,1,1,1,0.0,160990.27,2,694,1,0,0
302,1,3,5,132311.71,15462.84,1,616,0,0,0
303,1,1,2,0.0,10334.05,2,687,1,0,0
304,1,1,1,0.0,190686.16,2,712,1,1,0
305,1,1,3,118082.89,94440.45,1,553,0,0,0
306,1,1,2,119266.69,28257.63,1,667,1,1,0
307,1,1,4,0.0,170034.95,1,731,1,1,1
308,1,2,2,156847.29,31824.29,2,629,1,0,0
309,1,1,9,137104.47,127166.49,1,614,1,0,1
310,1,2,2,78398.69,44937.01,1,438,1,0,0
311,1,1,13,0.0,188603.07,2,652,1,1,0
312,1,2,1,63669.42,145111.37,1,729,1,0,0
313,1,1,4,0.0,171463.83,2,642,0,0,0
314,1,2,13,135296.33,182822.5,1,806,1,0,0
315,1,3,6,153804.44,87213.33,1,744,1,1,0
316,1,3,5,0.0,57175.32,2,474,0,0,0
317,1,1,9,147069.78,120540.83,1,559,1,0,1
318,1,3,5,0.0,28714.34,2,706,1,1,0
319,1,3,12,0.0,85426.28,1,628,1,0,0
320,1,1,11,95741.75,46170.75,1,429,1,0,0
321,1,3,14,145965.33,64448.36,1,525,1,1,0
322,1,1,2,141441.75,16278.97,1,680,1,1,0
323,1,1,4,139290.41,182855.42,1,749,1,0,1
324,1,1,2,0.0,50404.72,2,763,0,0,0
325,1,1,3,0.0,107640.25,2,734,1,0,0
326,1,1,1,144428.87,134132.65,1,716,1,0,0
327,1,1,3,0.0,103480.69,2,594,1,0,0
328,1,1,9,95441.27,108761.05,1,644,1,0,1
329,1,2,1,144848.74,179012.3,1,671,1,1,0
330,1,2,3,116244.14,95145.14,2,664,1,1,0
331,1,1,9,0.0,72143.44,2,656,0,1,0
332,1,3,5,146502.07,19162.89,1,667,1,0,0
333,1,2,4,117028.6,144680.18,2,663,0,1,0
334,1,2,1,112013.81,177772.03,1,584,1,0,1
335,1,3,5,108269.37,5597.94,1,626,1,0,0
336,1,1,3,182123.79,116828.51,1,485,1,0,1
337,1,2,1,150923.74,174652.51,2,659,0,1,0
338,1,1,2,0.0,2010.98,2,649,1,0,0
339,1,3,5,165272.13,14109.85,1,805,1,0,1
340,1,2,5,115301.31,43527.4,1,716,1,0,1
341,1,2,6,129502.49,86099.23,2,642,0,1,1
342,1,1,1,118342.26,161574.19,1,659,0,0,0
343,1,3,8,0.0,38970.14,2,545,1,1,0
344,1,1,12,0.0,127587.22,2,543,0,0,0
345,1,1,11,0.0,30380.12,2,718,1,0,0
346,1,1,6,0.0,90908.95,2,840,1,0,0
347,1,2,1,106937.05,138275.01,2,630,1,0,0
348,1,2,14,170331.37,32171.79,1,643,1,1,0
349,1,2,3,114510.85,126143.23,1,654,1,1,0
350,1,1,6,0.0,129892.93,2,582,1,1,0
351,1,3,3,107594.11,102416.84,2,659,1,1,0
352,1,3,5,81273.13,18719.67,1,762,1,1,0
353,1,3,2,169399.6,61936.22,1,568,1,0,0
354,1,3,12,0.0,78358.94,2,670,1,1,0
355,1,1,4,187841.99,147224.27,2,613,1,1,0
356,1,1,1,0.0,160979.66,2,539,1,0,0
357,1,3,15,126776.3,132298.49,2,850,1,1,0
358,1,3,1,126436.29,174248.52,1,522,1,0,1
359,1,1,6,101960.74,123547.28,1,737,1,1,0
360,1,1,14,0.0,32790.02,2,520,0,1,0
361,1,3,1,0.0,181543.67,2,706,0,1,0
362,1,2,5,150842.93,2319.96,1,643,0,1,1
363,1,1,7,102535.57,189543.19,1,648,1,1,0
364,1,2,2,99027.61,10940.4,2,443,1,0,0
365,1,1,13,0.0,199493.38,2,640,1,1,0
366,1,3,1,0.0,188193.25,1,628,1,1,0
367,1,2,4,87271.41,172572.64,2,540,1,0,0
368,1,2,1,102742.91,189339.6,2,460,1,1,0
369,1,2,2,40105.51,53512.16,2,636,0,1,0
370,1,1,2,152265.43,34004.44,1,593,1,0,0
371,1,3,5,141947.67,10598.29,1,801,1,1,0
372,1,2,15,106307.91,113428.77,2,640,0,1,0
373,1,2,1,107884.81,183487.98,2,611,1,1,0
374,1,2,1,125013.72,187658.09,1,802,1,1,0
375,1,2,1,58469.37,172459.39,2,717,1,1,0
376,1,1,5,0.0,21016.0,1,769,0,1,0
377,1,2,6,117231.63,122381.02,3,745,1,1,1
378,1,3,3,152390.26,128123.66,1,572,1,0,0
379,1,3,2,34013.63,19570.63,1,629,1,0,0
380,1,3,4,0.0,188150.6,3,687,0,0,1
381,1,1,9,0.0,111020.24,2,483,1,1,0
382,1,1,6,101583.11,123775.15,2,690,1,0,0
383,1,2,1,77168.87,146700.22,2,492,0,1,0
384,1,2,1,124695.72,145251.35,2,709,1,0,0
385,1,2,6,105934.96,82463.69,1,705,1,0,0
386,1,1,14,0.0,15928.49,1,560,1,1,0
387,1,3,8,0.0,45886.33,2,611,1,0,0
388,1,3,13,0.0,186489.95,2,730,1,1,0
389,1,3,4,0.0,162922.65,2,709,0,1,0
390,1,1,11,161525.96,9262.77,2,544,1,0,0
391,1,2,3,147199.07,84932.4,1,712,1,1,0
392,1,2,6,183102.29,71557.12,1,752,1,1,0
393,1,3,9,127209.0,77405.95,2,648,1,0,1
394,1,3,5,0.0,417.41,2,556,0,0,1
395,1,3,12,97378.54,71405.17,1,594,1,1,0
396,1,2,4,136925.09,153400.24,2,645,0,1,0
397,1,1,2,54503.55,371.05,1,557,1,1,0
398,1,2,3,155726.85,67789.99,1,547,1,0,0
399,1,1,4,0.0,145894.9,2,701,0,1,0
400,1,1,13,135842.41,183840.51,1,616,1,0,1
401,1,1,9,63349.75,108887.44,1,605,1,0,0
402,1,2,4,129499.42,154071.27,1,593,1,1,0
403,1,3,7,0.0,179291.85,2,751,0,1,0
404,1,3,5,70438.01,56937.43,2,443,0,1,0
405,1,1,12,0.0,112239.03,2,685,1,1,0
406,1,1,5,0.0,45909.87,1,718,1,0,0
407,1,3,7,141434.04,173779.25,1,538,0,0,1
408,1,3,6,0.0,125696.26,2,611,1,0,0
409,1,2,4,152958.29,159585.61,2,668,1,1,0
410,1,2,6,138306.34,106761.47,1,537,1,0,0
411,1,3,12,0.0,129590.18,2,709,0,0,0
412,1,1,6,0.0,80006.65,2,850,1,1,0
413,1,3,1,124328.84,140451.52,1,745,1,1,0
414,1,2,4,181461.48,187929.43,3,693,1,1,1
415,1,3,1,0.0,167155.36,2,795,1,0,0
416,1,3,1,0.0,191420.71,2,626,0,0,0
417,1,2,14,110368.03,11384.45,1,487,0,0,1
418,1,1,6,89588.35,94898.1,1,556,1,1,0
419,1,1,9,0.0,106781.59,2,643,0,0,0
420,1,1,1,0.0,159508.52,2,605,0,0,0
421,1,2,15,115924.89,93524.19,1,756,1,0,1
422,1,1,6,0.0,87168.46,2,586,1,0,0
423,1,2,5,111756.5,8128.32,1,535,1,0,1
424,1,1,3,0.0,125518.32,1,678,1,0,0
425,1,1,5,0.0,48963.59,1,596,1,0,0
426,1,1,3,162923.85,98368.24,1,648,1,0,0
427,1,2,4,124576.65,148584.61,2,492,1,0,0
428,1,1,5,80793.58,27474.81,1,702,1,1,0
429,1,2,6,71340.09,76192.21,1,486,1,0,0
430,1,2,4,99282.63,134600.94,1,568,0,0,1
431,1,2,15,137946.39,72467.99,1,619,1,1,1
432,1,2,4,127892.57,199645.45,2,724,0,1,0
433,1,2,2,101084.36,42749.85,1,548,1,0,0
434,1,2,4,114754.08,136050.44,1,545,1,0,1
435,1,1,3,0.0,73564.44,1,683,0,0,0
436,1,1,9,99286.98,85578.63,1,762,0,1,0
437,1,2,3,79871.02,129826.89,2,627,1,0,0
438,1,1,3,104088.59,119666.0,2,516,0,0,0
439,1,1,6,168190.33,68052.08,2,800,1,0,0
440,1,2,4,85679.25,164104.74,1,464,1,1,0
441,1,1,3,0.0,80190.36,1,626,0,0,0
442,1,1,3,0.0,84126.75,2,790,1,0,0
443,1,1,3,121551.58,70179.0,2,534,1,1,0
444,1,1,9,122220.19,118024.1,1,745,1,1,0
445,1,3,7,116528.15,145704.19,1,553,0,0,1
446,1,1,1,77780.29,183049.41,1,748,0,1,0
447,1,1,6,0.0,120906.83,1,722,0,0,0
448,1,1,6,125832.2,100433.83,1,501,1,1,0
449,1,1,4,68065.8,138777.0,1,675,0,0,1
450,1,3,9,127299.34,124694.99,2,778,1,0,0
451,1,2,5,174937.64,40084.32,1,494,1,0,0
452,1,1,6,0.0,119232.33,2,850,0,1,0
453,1,3,2,110071.1,43921.36,1,592,0,0,0
454,1,3,5,139432.37,62222.81,1,590,1,0,0
455,1,1,5,127357.76,56577.0,1,758,0,1,0
456,1,1,4,0.0,164253.35,2,506,1,0,0
457,1,1,2,0.0,7666.73,1,733,1,1,0
458,1,1,6,0.0,68487.51,2,711,1,0,0
459,1,2,4,95556.31,199273.98,1,514,0,1,1
460,1,3,4,0.0,186062.36,1,637,1,1,0
461,1,2,1,111681.98,195711.16,2,468,1,1,0
462,1,1,5,0.0,36692.17,2,539,1,0,0
463,1,3,12,108738.71,106920.57,2,509,1,0,0
464,1,1,2,133950.37,48725.68,1,662,1,1,1
465,1,3,1,0.0,167036.94,2,818,1,1,0
466,1,1,3,89968.69,68777.26,1,608,1,0,0
467,1,3,2,0.0,18924.92,2,850,1,1,0
468,1,2,6,130878.75,71905.77,3,816,1,0,1
469,1,1,2,0.0,64833.28,2,536,1,0,0
470,1,1,1,0.0,184843.77,2,753,1,1,0
471,1,3,1,134169.62,176730.02,1,631,1,1,0
472,1,1,5,149762.08,20629.4,1,703,1,0,1
473,1,1,2,93844.69,28415.36,1,774,1,0,0
474,1,1,3,0.0,77231.27,2,785,1,0,0
475,1,1,3,0.0,102750.7,2,571,1,0,0
476,1,2,8,141078.37,34580.8,1,621,0,0,1
477,1,2,1,117992.59,183598.77,1,605,1,1,0
478,1,1,4,100812.33,147358.27,2,611,1,0,0
479,1,1,6,0.0,108469.2,1,569,1,1,0
480,1,1,2,80262.6,20612.82,1,658,1,1,0
481,1,3,1,156478.62,181196.76,1,788,0,1,0
482,1,1,10,0.0,160249.1,2,525,1,0,0
483,1,1,6,0.0,110783.28,3,798,0,0,0
484,1,2,4,115217.99,144995.33,2,486,1,0,0
485,1,3,13,0.0,150227.85,2,615,1,0,1
486,1,1,2,155470.55,53718.28,1,730,1,1,0
487,1,1,6,0.0,75248.3,2,641,1,0,0
488,1,1,5,135096.77,14353.43,1,542,1,1,1
489,1,1,3,0.0,130486.57,2,692,0,1,0
490,1,2,9,180075.22,100127.71,1,714,1,1,0
491,1,3,1,97541.24,196356.17,1,591,1,1,0
492,1,1,5,156067.05,9983.88,1,710,1,1,0
493,1,1,6,81550.94,118974.77,2,639,0,1,0
494,1,1,7,0.0,194998.34,1,531,0,0,1
495,1,1,4,170061.92,134901.34,2,673,0,0,1
496,1,2,6,92310.54,72924.56,2,765,1,1,0
497,1,1,3,169089.38,101057.95,2,622,1,0,0
498,1,1,4,80613.93,142838.64,1,806,1,1,0
499,1,2,3,121581.56,127059.04,2,757,1,1,0
500,1,1,15,0.0,116503.92,1,570,0,1,1
501,1,3,2,0.0,54405.79,2,555,1,1,0
502,1,1,9,0.0,88721.84,2,692,1,1,0
