customer_key,customer_id,gender,age,tenure
173,173,Male,44,10
174,174,Male,30,4
175,175,Male,40,5
176,176,Female,35,7
177,177,Female,30,0
178,178,Male,36,5
179,179,Female,40,8
180,180,Female,55,3
181,181,Female,45,2
182,182,Male,65,2
183,183,Female,45,1
184,184,Male,42,2
185,185,Female,50,4
186,186,Male,32,8
187,187,Female,39,1
188,188,Female,37,0
189,189,Male,30,5
190,190,Female,34,7
191,191,Female,41,8
192,192,Female,36,3
193,193,Male,40,1
194,194,Male,32,8
195,195,Male,29,9
196,196,Male,35,3
197,197,Female,32,6
198,198,Male,37,3
199,199,Male,57,10
200,200,Male,35,6
201,201,Male,30,2
202,202,Male,42,4
203,203,Male,50,5
204,204,Female,38,2
205,205,Male,33,3
206,206,Male,37,3
207,207,Female,41,3
208,208,Male,34,5
209,209,Male,45,5
210,210,Male,45,2
211,211,Male,33,2
212,212,Male,31,8
213,213,Female,41,9
214,214,Female,34,1
215,215,Male,26,4
216,216,Male,47,7
217,217,Male,46,7
218,218,Female,33,9
219,219,Male,43,1
220,220,Male,54,8
221,221,Female,31,9
222,222,Male,30,7
223,223,Male,42,2
224,224,Male,33,10
225,225,Male,45,6
226,226,Male,37,4
227,227,Female,30,9
228,228,Female,39,6
229,229,Male,50,2
230,230,Female,29,3
231,231,Male,72,1
232,232,Male,40,0
233,233,Female,37,1
234,234,Male,20,3
235,235,Female,67,5
236,236,Male,42,6
237,237,Female,29,2
238,238,Female,43,3
239,239,Female,46,2
240,240,Male,28,2
241,241,Male,38,4
242,242,Female,39,5
243,243,Male,37,8
244,244,Male,67,6
245,245,Male,34,7
246,246,Female,40,10
247,247,Male,26,7
248,248,Female,26,1
249,249,Male,24,8
250,250,Male,54,8
251,251,Female,36,5
252,252,Female,34,1
253,253,Female,79,0
254,254,Male,37,2
255,255,Male,28,8
256,256,Male,41,0
257,257,Male,34,10
258,258,Female,34,6
259,259,Female,30,6
260,260,Male,38,3
261,261,Male,42,9
262,262,Female,48,6
263,263,Female,32,6
264,264,Female,26,0
265,265,Male,31,9
266,266,Female,36,9
267,267,Male,34,2
268,268,Male,36,7
269,269,Female,39,7
270,270,Female,35,7
271,271,Male,41,9
272,272,Male,34,3
273,273,Female,34,1
274,274,Male,30,8
275,275,Male,28,4
276,276,Female,37,7
277,277,Male,62,3
278,278,Female,53,10
279,279,Male,35,6
280,280,Male,46,1
281,281,Male,39,8
282,282,Male,29,10
283,283,Male,35,4
284,284,Male,42,7
285,285,Female,22,8
286,286,Male,40,7
287,287,Male,29,5
288,288,Female,32,8
289,289,Female,26,5
290,290,Male,34,10
291,291,Male,42,9
292,292,Female,41,5
293,293,Male,27,7
294,294,Female,34,9
295,295,Male,38,3
296,296,Male,25,2
297,297,Female,31,4
298,298,Female,44,7
299,299,Male,58,0
300,300,Male,33,5
301,301,Female,31,10
302,302,Female,36,6
303,303,Male,35,8
304,304,Female,33,6
305,305,Male,33,4
306,306,Male,31,1
307,307,Male,43,2
308,308,Male,35,7
309,309,Male,50,4
310,310,Male,31,8
311,311,Female,80,4
312,312,Male,30,6
313,313,Male,38,3
314,314,Female,59,0
315,315,Male,36,2
316,316,Male,37,3
317,317,Male,49,2
318,318,Male,42,9
319,319,Female,22,3
320,320,Male,24,4
321,321,Female,57,2
322,322,Female,30,8
323,323,Male,40,1
324,324,Female,31,4
325,325,Male,30,3
326,326,Male,35,4
327,327,Male,35,2
328,328,Female,46,9
329,329,Male,35,1
330,330,Male,26,7
331,331,Male,50,7
332,332,Female,40,1
333,333,Male,44,2
334,334,Female,30,8
335,335,Female,37,6
336,336,Male,29,7
337,337,Female,32,3
338,338,Male,33,2
339,339,Female,39,5
340,340,Female,39,10
341,341,Female,40,6
342,342,Male,31,4
343,343,Female,47,5
344,344,Male,22,8
345,345,Female,25,7
346,346,Female,43,7
347,347,Female,34,9
348,348,Male,59,3
349,349,Female,32,1
350,350,Male,39,5
351,351,Male,32,3
352,352,Male,39,2
353,353,Female,32,7
354,354,Male,25,6
355,355,Female,45,1
356,356,Male,30,0
357,357,Female,57,8
358,358,Male,34,9
359,359,Male,41,1
360,360,Male,58,3
361,361,Male,28,3
362,362,Female,45,2
363,363,Female,50,9
364,364,Female,29,9
365,365,Male,68,9
366,366,Female,33,3
367,367,Female,42,9
368,368,Female,35,8
369,369,Male,34,2
370,370,Female,29,2
371,371,Male,42,4
372,372,Female,75,1
373,373,Male,31,0
374,374,Male,31,1
375,375,Male,35,7
376,376,Female,39,8
377,377,Male,45,10
378,378,Male,35,4
379,379,Female,30,2
380,380,Female,39,2
381,381,Female,50,9
382,382,Male,36,7
383,383,Female,30,10
384,384,Male,28,8
385,385,Male,44,3
386,386,Female,66,9
387,387,Male,46,6
388,388,Male,62,2
389,389,Female,45,2
390,390,Female,21,10
391,391,Female,29,7
392,392,Male,38,3
393,393,Male,46,9
394,394,Male,38,8
395,395,Female,24,0
396,396,Female,37,2
397,397,Male,33,3
398,398,Male,32,8
399,399,Female,39,9
400,400,Female,66,1
401,401,Male,52,1
402,402,Female,38,4
403,403,Male,52,8
404,404,Male,36,6
405,405,Male,23,8
406,406,Male,36,9
407,407,Female,49,9
408,408,Female,37,4
409,409,Male,37,10
410,410,Female,41,3
411,411,Male,23,10
412,412,Male,38,1
413,413,Female,31,3
414,414,Female,41,9
415,415,Male,35,8
416,416,Male,26,8
417,417,Female,61,5
418,418,Female,39,9
419,419,Female,46,6
420,420,Female,28,6
421,421,Female,60,3
422,422,Female,38,2
423,423,Male,40,7
424,424,Female,35,4
425,425,Male,39,9
426,426,Male,26,9
427,427,Male,39,10
428,428,Male,45,0
429,429,Female,40,9
430,430,Male,40,1
431,431,Male,57,3
432,432,Male,41,2
433,433,Female,33,0
434,434,Female,37,8
435,435,Male,33,8
436,436,Female,51,3
437,437,Female,30,4
438,438,Male,35,10
439,439,Female,38,2
440,440,Female,42,3
441,441,Female,35,3
442,442,Female,31,9
443,443,Female,34,7
444,444,Male,46,2
445,445,Male,47,3
446,446,Female,26,1
447,447,Male,37,2
448,448,Male,40,4
449,449,Female,38,6
450,450,Female,47,6
451,451,Female,38,7
452,452,Male,40,9
453,453,Male,31,7
454,454,Female,44,3
455,455,Female,39,6
456,456,Male,36,5
457,457,Male,33,3
458,458,Male,38,3
459,459,Male,43,1
460,460,Male,37,8
461,461,Male,29,1
462,462,Male,39,3
463,463,Female,25,3
464,464,Female,32,4
465,465,Male,26,4
466,466,Male,33,9
467,467,Female,32,9
468,468,Female,38,5
469,469,Male,35,8
470,470,Male,35,3
471,471,Male,27,10
472,472,Male,37,1
473,473,Male,26,2
474,474,Male,28,8
475,475,Female,33,1
476,476,Male,46,6
477,477,Female,31,1
478,478,Female,40,8
479,479,Male,38,7
480,480,Male,29,4
481,481,Male,34,6
482,482,Female,23,5
483,483,Male,37,8
484,484,Male,37,9
485,485,Male,61,9
486,486,Female,35,0
487,487,Male,37,7
488,488,Male,39,3
489,489,Male,30,2
490,490,Female,55,9
491,491,Male,29,1
492,492,Female,41,2
493,493,Female,38,4
494,494,Female,47,6
495,495,Female,38,2
496,496,Male,36,8
497,497,Female,32,6
498,498,Male,40,5
499,499,Male,26,8
500,500,Female,58,8
501,501,Male,32,4
502,502,Male,54,5
503,503,Male,60,5
504,504,Male,44,9
505,505,Female,41,4
506,506,Male,31,5
507,507,Male,30,7
508,508,Female,40,6
509,509,Male,22,5
510,510,Female,37,2
511,511,Female,31,10
512,512,Female,38,6
513,513,Male,34,5
514,514,Male,34,6
515,515,Female,51,3
516,516,Male,38,9
517,517,Female,56,10
518,518,Male,37,7
519,519,Male,48,4
520,520,Male,58,6
521,521,Female,35,1
522,522,Male,56,7
523,523,Male,37,5
524,524,Male,32,8
525,525,Male,48,3
526,526,Female,31,2
527,527,Male,43,2
528,528,Male,26,8
529,529,Female,48,3
530,530,Male,30,1
531,531,Female,57,2
532,532,Female,26,4
533,533,Male,32,6
534,534,Male,35,10
535,535,Female,40,7
536,536,Male,59,1
537,537,Male,35,10
538,538,Male,34,9
539,539,Female,62,5
540,540,Female,28,1
541,541,Male,37,8
542,542,Male,26,9
543,543,Female,42,4
544,544,Male,51,0
545,545,Female,49,7
546,546,Female,44,2
547,547,Male,38,0
548,548,Female,30,7
549,549,Male,49,7
550,550,Male,24,1
551,551,Female,36,3
552,552,Male,47,6
553,553,Female,25,10
554,554,Male,34,7
555,555,Male,33,3
556,556,Female,51,3
557,557,Male,40,5
558,558,Male,41,3
559,559,Male,53,3
560,560,Female,70,5
561,561,Female,29,7
562,562,Male,61,1
563,563,Male,36,8
564,564,Female,46,1
565,565,Female,38,6
566,566,Male,36,4
567,567,Female,54,2
568,568,Female,63,1
569,569,Male,31,5
570,570,Male,31,7
571,571,Male,44,1
572,572,Male,45,1
573,573,Male,35,9
574,574,Female,49,10
575,575,Male,40,3
576,576,Female,27,8
577,577,Female,32,3
578,578,Male,30,4
579,579,Female,41,6
580,580,Male,39,2
581,581,Male,36,8
582,582,Female,33,2
583,583,Female,57,3
584,584,Female,30,9
585,585,Female,51,1
586,586,Female,51,2
587,587,Male,53,9
588,588,Male,44,5
589,589,Male,36,1
590,590,Female,47,6
591,591,Female,38,7
592,592,Male,38,8
593,593,Female,34,9
594,594,Male,32,4
595,595,Female,26,4
596,596,Female,41,2
597,597,Male,43,9
598,598,Male,39,9
599,599,Female,57,5
600,600,Female,34,4
601,601,Female,43,8
602,602,Female,26,7
603,603,Female,72,9
604,604,Male,30,5
605,605,Male,37,10
606,606,Male,29,9
607,607,Male,53,4
608,608,Male,28,10
609,609,Male,35,5
610,610,Female,51,2
611,611,Male,30,10
612,612,Female,27,6
613,613,Female,64,2
614,614,Male,38,1
615,615,Male,26,8
616,616,Female,31,0
617,617,Male,39,6
618,618,Female,62,8
619,619,Male,42,7
620,620,Female,37,8
621,621,Male,35,9
622,622,Female,40,10
623,623,Female,53,5
624,624,Male,36,3
625,625,Female,48,2
626,626,Male,35,7
627,627,Male,29,1
628,628,Male,49,2
629,629,Male,47,1
630,630,Female,28,3
631,631,Female,61,1
632,632,Female,54,6
633,633,Female,33,10
634,634,Male,44,3
635,635,Male,31,6
636,636,Female,51,5
637,637,Female,33,1
638,638,Male,48,1
639,639,Female,43,10
640,640,Female,36,4
641,641,Male,48,5
642,642,Female,29,5
643,643,Female,27,1
644,644,Female,39,5
645,645,Female,39,9
646,646,Female,34,8
647,647,Female,30,3
648,648,Male,38,7
649,649,Female,36,4
650,650,Male,38,6
651,651,Female,49,4
652,652,Male,52,7
653,653,Male,42,3
654,654,Male,48,4
655,655,Male,31,8
656,656,Male,25,8
657,657,Male,25,6
658,658,Female,54,1
659,659,Male,64,9
660,660,Female,30,6
661,661,Female,41,3
662,662,Male,57,8
663,663,Male,31,2
664,664,Male,46,4
665,665,Female,41,1
666,666,Male,33,9
667,667,Female,31,3
668,668,Male,29,3
669,669,Male,46,3
670,670,Female,42,5
671,671,Female,48,3
672,672,Male,42,9
673,673,Male,26,0
674,674,Female,32,6
675,675,Male,35,5
676,676,Female,39,5
677,677,Female,38,4
678,678,Male,45,7
679,679,Female,70,1
680,680,Female,38,3
681,681,Male,55,5
682,682,Male,58,5
683,683,Female,41,4
684,684,Female,40,8
685,685,Male,24,9
686,686,Male,42,2
687,687,Female,31,2
688,688,Female,45,5
689,689,Female,51,7
690,690,Female,36,5
691,691,Male,27,1
692,692,Male,43,1
693,693,Male,36,8
694,694,Male,34,6
695,695,Female,45,2
696,696,Male,57,6
697,697,Male,62,1
698,698,Female,57,1
699,699,Male,36,2
700,700,Male,33,0
701,701,Female,32,5
702,702,Male,30,7
703,703,Female,49,2
704,704,Male,36,1
705,705,Male,36,2
706,706,Male,40,5
707,707,Male,35,4
708,708,Male,42,4
709,709,Female,35,8
710,710,Female,34,3
711,711,Male,48,0
712,712,Male,35,6
713,713,Male,38,1
714,714,Female,41,3
715,715,Female,25,3
716,716,Male,34,9
717,717,Female,37,4
718,718,Female,42,5
719,719,Male,45,10
720,720,Female,43,5
721,721,Female,56,2
722,722,Female,42,6
723,723,Male,23,1
724,724,Female,38,2
725,725,Male,36,3
726,726,Female,42,10
727,727,Male,37,9
728,728,Female,25,7
729,729,Female,40,5
730,730,Female,57,1
731,731,Male,24,6
732,732,Female,25,10
733,733,Male,31,3
734,734,Male,43,9
735,735,Female,60,7
736,736,Male,47,6
737,737,Male,67,6
738,738,Male,36,2
739,739,Male,46,6
740,740,Female,28,8
741,741,Female,24,7
742,742,Male,24,8
743,743,Male,29,7
744,744,Female,49,2
745,745,Male,60,8
746,746,Male,40,5
747,747,Male,18,2
748,748,Female,46,5
749,749,Male,38,2
750,750,Male,46,4
751,751,Male,41,0
752,752,Female,47,9
753,753,Female,35,7
754,754,Male,37,2
755,755,Female,39,5
756,756,Male,31,9
757,757,Female,36,2
758,758,Female,28,2
759,759,Female,37,9
760,760,Male,58,5
761,761,Female,43,5
762,762,Female,35,5
763,763,Female,36,6
764,764,Female,21,1
765,765,Male,43,2
766,766,Female,27,2
767,767,Female,82,2
768,768,Male,60,9
769,769,Male,41,2
770,770,Female,63,1
771,771,Female,36,2
772,772,Male,31,4
773,773,Male,32,2
774,774,Male,36,3
775,775,Male,49,6
776,776,Male,33,7
777,777,Female,58,7
778,778,Male,28,9
779,779,Male,28,8
780,780,Female,35,8
781,781,Male,27,8
782,782,Female,28,1
783,783,Male,41,2
784,784,Female,35,8
785,785,Male,58,7
786,786,Male,36,5
787,787,Male,26,1
788,788,Male,42,2
789,789,Female,35,0
790,790,Male,48,8
791,791,Male,36,2
792,792,Male,49,3
793,793,Female,48,6
794,794,Female,34,1
795,795,Male,29,1
796,796,Male,36,8
797,797,Female,46,9
798,798,Male,32,3
799,799,Female,35,6
800,800,Female,42,9
801,801,Male,52,7
802,802,Female,44,0
803,803,Female,31,7
804,804,Female,29,9
805,805,Male,39,4
806,806,Female,46,9
807,807,Female,33,0
808,808,Male,69,5
809,809,Male,53,10
810,810,Female,37,6
811,811,Female,35,10
812,812,Male,65,7
813,813,Female,33,3
814,814,Male,28,8
815,815,Female,26,2
816,816,Male,25,5
817,817,Male,29,8
818,818,Female,42,2
819,819,Male,27,9
820,820,Female,43,6
821,821,Male,36,4
822,822,Female,36,5
823,823,Male,34,8
824,824,Female,69,9
825,825,Male,36,4
826,826,Male,33,8
827,827,Female,47,5
828,828,Male,56,1
829,829,Female,31,2
830,830,Female,39,10
831,831,Female,34,6
832,832,Female,41,5
833,833,Female,29,1
834,834,Male,37,3
835,835,Female,30,6
836,836,Male,34,2
837,837,Female,37,3
838,838,Female,56,5
839,839,Female,48,3
840,840,Male,36,4
841,841,Male,50,6
842,842,Female,31,1
843,843,Male,35,8
844,844,Female,41,5
845,845,Male,44,3
846,846,Male,49,7
847,847,Male,21,6
848,848,Female,42,5
849,849,Male,51,1
850,850,Male,25,0
851,851,Male,46,1
852,852,Female,48,1
853,853,Female,41,8
854,854,Female,43,6
855,855,Female,57,8
856,856,Male,32,4
857,857,Female,49,5
858,858,Male,39,7
859,859,Male,32,9
860,860,Male,64,1
861,861,Male,43,8
862,862,Female,32,2
863,863,Male,41,7
864,864,Male,53,6
865,865,Male,38,4
866,866,Female,25,10
867,867,Male,38,1
868,868,Female,48,1
869,869,Male,44,6
870,870,Male,36,4
871,871,Female,40,8
872,872,Female,45,7
873,873,Female,35,2
874,874,Male,28,7
875,875,Female,38,5
876,876,Female,39,9
877,877,Female,32,1
878,878,Female,42,4
879,879,Female,33,3
880,880,Female,45,9
881,881,Female,60,6
882,882,Female,43,4
883,883,Male,36,6
884,884,Female,45,4
885,885,Male,65,7
886,886,Male,25,7
887,887,Male,38,0
888,888,Male,42,2
889,889,Male,74,3
890,890,Female,43,8
891,891,Male,37,8
892,892,Male,32,2
893,893,Male,42,9
894,894,Female,51,3
895,895,Female,35,8
896,896,Male,32,5
897,897,Male,35,8
898,898,Female,40,6
899,899,Female,40,2
900,900,Male,25,2
901,901,Male,40,1
902,902,Male,36,7
903,903,Female,48,7
904,904,Male,28,5
905,905,Male,58,4
906,906,Female,45,9
907,907,Male,33,6
908,908,Female,46,1
909,909,Male,31,10
910,910,Male,25,7
911,911,Male,36,6
912,912,Female,53,6
913,913,Female,32,4
914,914,Male,27,1
915,915,Male,35,10
916,916,Male,47,6
917,917,Male,39,6
918,918,Female,45,3
919,919,Male,35,3
920,920,Male,45,9
921,921,Male,44,5
922,922,Male,61,1
923,923,Male,51,5
924,924,Female,19,1
925,925,Female,34,9
926,926,Female,36,1
927,927,Male,35,3
928,928,Male,38,5
929,929,Male,61,8
930,930,Female,24,7
931,931,Male,39,6
932,932,Male,41,9
933,933,Female,42,8
934,934,Male,36,1
935,935,Male,37,9
936,936,Female,38,3
937,937,Male,52,8
938,938,Female,44,5
939,939,Female,37,4
940,940,Female,37,10
941,941,Male,35,1
942,942,Female,31,8
943,943,Female,46,6
944,944,Female,29,8
945,945,Male,36,8
946,946,Female,25,5
947,947,Female,39,4
948,948,Female,38,5
949,949,Male,67,4
950,950,Female,48,3
951,951,Female,48,8
952,952,Male,33,8
953,953,Female,66,9
954,954,Male,39,0
955,955,Female,42,2
956,956,Female,44,4
957,957,Female,43,0
958,958,Female,67,8
959,959,Male,27,8
960,960,Female,37,6
961,961,Female,31,1
962,962,Male,35,4
963,963,Male,32,7
964,964,Male,63,4
965,965,Female,43,4
966,966,Female,42,5
967,967,Female,34,6
968,968,Female,34,9
969,969,Male,37,3
970,970,Male,70,9
971,971,Female,48,10
972,972,Male,25,3
973,973,Male,43,5
974,974,Female,38,7
975,975,Male,34,5
976,976,Female,36,8
977,977,Female,43,8
978,978,Female,38,4
979,979,Female,48,8
980,980,Female,46,7
981,981,Male,27,0
982,982,Female,44,0
983,983,Male,32,7
984,984,Female,35,6
985,985,Male,25,1
986,986,Male,31,9
987,987,Male,36,1
988,988,Male,34,0
989,989,Male,31,7
990,990,Female,49,3
991,991,Male,37,5
992,992,Female,35,2
993,993,Female,42,3
994,994,Female,28,7
995,995,Male,43,9
996,996,Male,29,9
997,997,Male,44,3
998,998,Male,62,7
999,999,Female,28,4
1000,1000,Female,38,1
1001,1001,Female,42,8
1002,1002,Female,43,10
1003,1003,Male,39,1
1004,1004,Female,42,3
1005,1005,Female,26,7
1006,1006,Male,52,5
1007,1007,Female,33,6
1008,1008,Male,42,7
1009,1009,Male,45,6
1010,1010,Male,71,0
1011,1011,Male,40,10
1012,1012,Male,35,3
1013,1013,Female,29,4
1014,1014,Male,24,4
1015,1015,Female,43,3
1016,1016,Female,37,5
1017,1017,Male,40,7
1018,1018,Male,41,7
1019,1019,Female,45,5
1020,1020,Male,31,1
1021,1021,Male,49,6
1022,1022,Male,32,6
1023,1023,Female,48,1
1024,1024,Male,32,3
1025,1025,Female,25,4
1026,1026,Female,32,4
1027,1027,Male,33,6
1028,1028,Male,35,0
1029,1029,Male,34,9
1030,1030,Male,53,10
1031,1031,Male,39,1
1032,1032,Female,22,3
1033,1033,Male,40,4
1034,1034,Male,29,1
1035,1035,Male,46,3
1036,1036,Male,30,0
1037,1037,Male,30,2
1038,1038,Female,24,1
1039,1039,Male,30,1
1040,1040,Female,72,3
1041,1041,Male,67,3
1042,1042,Male,30,5
1043,1043,Female,39,7
1044,1044,Male,35,1
1045,1045,Female,38,4
1046,1046,Male,34,6
1047,1047,Female,42,1
1048,1048,Female,48,4
1049,1049,Male,25,5
1050,1050,Male,40,3
1051,1051,Male,30,4
1052,1052,Female,49,2
1053,1053,Male,38,3
1054,1054,Female,50,6
1055,1055,Female,22,7
1056,1056,Female,74,3
1057,1057,Male,33,3
1058,1058,Female,47,1
1059,1059,Male,33,8
1060,1060,Male,38,7
1061,1061,Female,48,8
1062,1062,Female,38,4
1063,1063,Male,38,9
1064,1064,Male,34,5
1065,1065,Female,20,4
1066,1066,Male,36,4
1067,1067,Female,52,10
1068,1068,Male,26,4
1069,1069,Male,57,6
1070,1070,Male,40,7
1071,1071,Female,47,5
1072,1072,Male,52,8
1073,1073,Female,23,6
1074,1074,Male,37,6
1075,1075,Female,31,7
1076,1076,Female,32,6
1077,1077,Male,39,8
1078,1078,Male,29,3
1079,1079,Female,41,8
1080,1080,Male,32,10
1081,1081,Female,38,7
1082,1082,Female,35,8
1083,1083,Male,36,0
1084,1084,Female,32,5
1085,1085,Male,24,8
1086,1086,Male,42,5
1087,1087,Male,36,2
1088,1088,Female,31,10
1089,1089,Male,22,2
1090,1090,Female,51,3
1091,1091,Female,34,4
1092,1092,Male,36,7
1093,1093,Male,41,4
1094,1094,Male,40,4
1095,1095,Male,34,0
1096,1096,Male,29,4
1097,1097,Female,39,3
1098,1098,Male,36,6
1099,1099,Female,26,4
1100,1100,Male,38,7
1101,1101,Female,39,2
1102,1102,Male,29,9
1103,1103,Male,38,7
1104,1104,Female,32,2
1105,1105,Male,28,7
1106,1106,Female,46,3
1107,1107,Female,38,2
1108,1108,Female,34,1
1109,1109,Male,38,7
1110,1110,Male,31,4
1111,1111,Female,52,0
1112,1112,Male,59,1
1113,1113,Female,42,3
1114,1114,Female,21,8
1115,1115,Female,62,8
1116,1116,Male,48,5
1117,1117,Male,42,8
1118,1118,Female,47,1
1119,1119,Male,61,7
1120,1120,Male,29,2
1121,1121,Male,31,4
1122,1122,Female,24,4
1123,1123,Male,56,1
1124,1124,Male,33,1
1125,1125,Male,35,7
1126,1126,Female,58,1
1127,1127,Female,33,8
1128,1128,Female,45,3
1129,1129,Female,32,2
1130,1130,Female,35,7
1131,1131,Female,34,1
1132,1132,Male,37,9
1133,1133,Male,37,0
1134,1134,Male,34,4
1135,1135,Female,27,2
1136,1136,Male,31,6
1137,1137,Male,22,5
1138,1138,Female,42,4
1139,1139,Male,42,9
1140,1140,Female,57,1
1141,1141,Female,37,5
1142,1142,Male,40,5
1143,1143,Male,41,9
1144,1144,Male,43,9
1145,1145,Male,43,4
1146,1146,Male,28,8
1147,1147,Female,30,3
1148,1148,Female,29,5
1149,1149,Male,34,3
1150,1150,Male,38,4
1151,1151,Female,27,6
1152,1152,Female,29,4
1153,1153,Male,45,2
1154,1154,Female,45,7
1155,1155,Male,39,2
1156,1156,Male,34,3
1157,1157,Male,49,3
1158,1158,Male,54,1
1159,1159,Female,58,9
1160,1160,Male,37,10
1161,1161,Male,35,8
1162,1162,Male,41,6
1163,1163,Female,30,9
1164,1164,Female,32,5
1165,1165,Female,36,0
1166,1166,Female,49,5
1167,1167,Female,28,1
1168,1168,Female,35,10
1169,1169,Female,27,2
1170,1170,Female,38,8
1171,1171,Male,26,6
1172,1172,Male,40,0
1173,1173,Female,43,3
1174,1174,Female,36,3
1175,1175,Female,40,5
1176,1176,Male,39,5
1177,1177,Male,34,9
1178,1178,Male,21,1
1179,1179,Male,49,4
1180,1180,Female,31,1
1181,1181,Male,34,6
1182,1182,Female,24,7
1183,1183,Female,43,5
1184,1184,Male,36,1
1185,1185,Male,47,7
1186,1186,Male,37,3
1187,1187,Female,35,3
1188,1188,Female,50,9
1189,1189,Male,30,2
1190,1190,Male,40,5
1191,1191,Female,29,1
1192,1192,Male,27,3
1193,1193,Female,61,4
1194,1194,Female,28,6
1195,1195,Female,24,7
1196,1196,Female,43,2
1197,1197,Male,28,4
1198,1198,Female,34,6
1199,1199,Male,38,9
1200,1200,Male,41,7
1201,1201,Male,30,6
1202,1202,Male,46,2
1203,1203,Male,22,5
1204,1204,Male,35,2
1205,1205,Female,40,7
1206,1206,Male,76,10
1207,1207,Male,32,5
1208,1208,Male,30,4
1209,1209,Female,47,6
1210,1210,Female,32,7
1211,1211,Male,51,7
1212,1212,Female,32,5
1213,1213,Male,42,6
1214,1214,Female,22,4
1215,1215,Male,33,6
1216,1216,Female,54,8
1217,1217,Male,33,5
1218,1218,Male,29,3
1219,1219,Female,23,5
1220,1220,Male,44,5
1221,1221,Female,33,7
1222,1222,Male,37,2
1223,1223,Male,46,1
1224,1224,Male,47,1
1225,1225,Female,47,8
1226,1226,Female,53,6
1227,1227,Female,42,6
